time,latitude,longitude,average_temperature,temperature_RMS,average_conductivity,conductivity_RMS
2023-06-12 13:59:14,49.335960388183594,-0.4596950113773346,25.533443450927734,25.54595947265625,0.0,0.0
2023-06-12 14:05:33,49.33607864379883,-0.4590097963809967,24.55411148071289,24.562829971313477,0.0,0.0
2023-06-12 14:11:52,49.33616638183594,-0.4585169553756714,24.42334747314453,24.444990158081055,0.0,0.0
2023-06-12 14:18:12,49.33985900878906,-0.45143869519233704,21.291074752807617,21.31560707092285,0.0,0.0
2023-06-12 14:24:30,49.342716217041016,-0.38522589206695557,17.093883514404297,17.09723472595215,0.0,0.0
2023-06-12 14:30:49,49.34249496459961,-0.31677934527397156,16.79294776916504,16.795515060424805,0.0,0.0
2023-06-12 14:37:08,49.341026306152344,-0.31106239557266235,18.55169105529785,18.555307388305664,0.0,0.0
2023-06-12 14:43:27,49.33884811401367,-0.30938926339149475,19.103294372558594,19.106426239013672,0.0,0.0
2023-06-12 14:49:46,49.336769104003906,-0.3079756498336792,19.618194580078125,19.618350982666016,0.0,0.0
2023-06-12 14:56:04,49.33609390258789,-0.30798664689064026,19.174518585205078,19.181049346923828,0.0,0.0
2023-06-12 15:02:23,49.33778381347656,-0.31075748801231384,19.0267391204834,19.026887893676758,0.0,0.0
2023-06-12 15:08:42,49.33592987060547,-0.3099382817745209,18.777647018432617,18.78085708618164,0.0,0.0
2023-06-12 15:14:57,49.3346061706543,-0.3095458447933197,18.399208068847656,18.399839401245117,0.0,0.0
2023-06-12 15:21:15,49.33388900756836,-0.3091082274913788,18.20815658569336,18.213645935058594,0.0,0.0
2023-06-12 15:27:25,49.3381233215332,-0.3110926151275635,17.14922332763672,17.14985466003418,0.0,0.0
2023-06-12 15:33:43,49.33751678466797,-0.31137701869010925,18.648212432861328,18.66436004638672,0.0,0.0
2023-06-12 15:40:02,49.33732223510742,-0.3112683594226837,19.700210571289062,19.72911262512207,0.0,0.0
2023-06-12 15:46:20,49.3427734375,-0.31211957335472107,17.261934280395508,17.363718032836914,33763.33203125,41420.91015625
2023-06-12 15:52:39,49.34194564819336,-0.311136931180954,15.90877628326416,15.908781051635742,51611.66796875,51611.67578125
2023-06-12 15:58:58,49.34087371826172,-0.3102143108844757,15.928695678710938,15.928728103637695,51711.66796875,51711.69921875
2023-06-12 16:05:17,49.33985137939453,-0.30938267707824707,15.93209171295166,15.932109832763672,51751.66796875,51751.6875
2023-06-12 16:11:36,49.33888244628906,-0.3086925745010376,15.930631637573242,15.93063735961914,51775.5546875,51775.5625
2023-06-12 16:17:55,49.337947845458984,-0.30806830525398254,15.950554847717285,15.950576782226562,51830.0,51830.01953125
2023-06-12 16:24:14,49.337459564208984,-0.30777832865715027,15.961238861083984,15.961247444152832,51851.66796875,51851.671875
2023-06-12 16:30:33,49.33735656738281,-0.30771952867507935,15.952503204345703,15.952523231506348,51855.5546875,51855.56640625
2023-06-12 16:36:52,49.3354377746582,-0.30664169788360596,15.937437057495117,15.937442779541016,51851.109375,51851.12890625
2023-06-12 16:43:11,49.334957122802734,-0.30637326836586,15.937925338745117,15.937932014465332,51855.5546875,51855.5625
2023-06-12 16:49:30,49.334957122802734,-0.30637326836586,15.955427169799805,15.955431938171387,51886.109375,51886.1171875
2023-06-12 16:55:49,49.334957122802734,-0.30637326836586,15.97435474395752,15.974382400512695,51925.0,51925.01953125
2023-06-12 17:02:08,49.334957122802734,-0.30637326836586,15.968514442443848,15.968520164489746,51923.33203125,51923.33984375
2023-06-12 17:08:26,49.334957122802734,-0.30637326836586,15.987479209899902,15.987486839294434,51960.0,51960.01171875
2023-06-12 17:14:44,49.334957122802734,-0.30637326836586,15.990873336791992,15.990889549255371,51985.5546875,51985.5703125
2023-06-12 17:21:01,49.334957122802734,-0.30637326836586,15.97970962524414,15.979711532592773,51976.66796875,51976.671875
2023-06-12 17:27:19,49.334957122802734,-0.30637326836586,15.980198860168457,15.980199813842773,51983.890625,51983.890625
2023-06-12 17:33:31,49.334957122802734,-0.30637326836586,15.986515045166016,15.9865140914917,51998.33203125,51998.33203125
2023-06-12 17:39:50,49.330230712890625,-0.3062474727630615,15.98310661315918,15.983114242553711,51996.66796875,51996.671875
2023-06-12 17:46:18,49.329166412353516,-0.3063383400440216,15.976789474487305,15.976792335510254,52002.22265625,52002.21875
2023-06-12 17:52:36,49.329166412353516,-0.3063383400440216,15.97581958770752,15.975821495056152,52017.77734375,52017.77734375
2023-06-12 17:58:55,49.329166412353516,-0.3063383400440216,15.985053062438965,15.98505973815918,52041.66796875,52041.68359375
2023-06-12 18:05:09,49.329166412353516,-0.3063383400440216,15.990398406982422,15.990408897399902,52043.33203125,52043.3828125
2023-06-12 18:11:27,49.329166412353516,-0.3063383400440216,15.985053062438965,15.985062599182129,52063.890625,52063.89453125
2023-06-12 18:17:49,49.329166412353516,-0.3063383400440216,15.987479209899902,15.987489700317383,52064.4453125,52064.453125
2023-06-12 18:24:17,49.329166412353516,-0.3063383400440216,15.980195999145508,15.98019790649414,52073.890625,52073.890625
2023-06-12 18:30:36,49.328182220458984,-0.30928462743759155,15.99136734008789,15.991371154785156,52095.5546875,52095.55859375
2023-06-12 18:36:55,49.32741928100586,-0.3122750520706177,15.986995697021484,15.987004280090332,52102.77734375,52102.7890625
2023-06-12 18:43:14,49.32743835449219,-0.3127983510494232,15.976301193237305,15.976306915283203,52108.890625,52108.90234375
2023-06-12 18:49:46,49.32768249511719,-0.31460532546043396,15.972412109375,15.97241497039795,52108.33203125,52108.3359375
2023-06-12 18:56:04,49.32769775390625,-0.31471163034439087,15.973383903503418,15.973392486572266,52115.0,52115.0078125
2023-06-12 19:02:23,49.32819747924805,-0.31685370206832886,15.969977378845215,15.96998119354248,52131.109375,52131.12890625
2023-06-12 19:08:42,49.32890701293945,-0.3194405734539032,15.978729248046875,15.97873592376709,52143.33203125,52143.34765625
